"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
"2,117",3.6,,"6,469",108,"A new series showcasing collaborations at hill farmstead with friends. This one is brewed with Ryan Witter-Merithew of Siren Brewing. Low abv, hoppy blonde ale with Lady Grey tea, hopped with Amarillo, Citra, and Centennial.

Note: This is still works of love but with a different tea being used (Lady Grey in place of Earl Grey). Make note of this when entering your rating.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_360298.jpg",3.76,Hill Farmstead Works of Love (Lady Grey Tea),10,90,false,Series,69,100,/beer/hill-farmstead-works-of-love-lady-grey-tea/360298/
"2,126",7.2,,"10,822",216,"What do you get when you take our top-selling Firemans #4 and transform it into 4-squared? Blonde ale to the power of awesome! You might ask how we've accomplished this, and you probably should. We start with the basic Firemans recipe, add more of our premium 2-row malted barley to bring this blonde ale up to 16??P, then add massive charges of hops to give some bulk to this burly blonde. The clean, dry finish and the signature Crystal and Glacier hops are still there -- we've simply multiplied it like crazy. Add to that Herkules, Amarillo and a round of dry-hopping, and you're left with notes of citrus and a substantial hop flavor and aroma. A truly special beer for our 16th year.

Casks of 4-squared have been additionally dry-hopped with Zythos hops, a blend of Northwest ""IPA style"" hops. Piney, resinous, and a boost of citrus.",50,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_181567.jpg",,Real Ale 4-Squared,112,88,false,Special,69,99,/beer/real-ale-4-squared/181567/
"2,128",6.9,,"11,035",207,"Strong golden ale When 624 T Street was Frank Holiday's Pool Hall, young Duke Ellington would sneak out of his mother's house in Shaw and play jazz piano here. This is our sophisticated ode to the indomitable Duke. Dry and effervescent with yeast derived fruit and spice.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_241414.jpg",3.66,Right Proper The Duke,14,88,false,Special,69,99,/beer/right-proper-the-duke/241414/
"2,134",5.3,,"3,524",159,La Rubia treated with pink peppercorns,70,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_217403.jpg",3.62,Cigar City Brewpub Pink Peppercorn La Rubia,17,87,false,,69,99,/beer/cigar-city-brewpub-pink-peppercorn-la-rubia/217403/
"2,136",11,,"12,916",330,"10-12% Mixed Fermentation Ale Brewed in Spruce
 
Serve at 55 degrees 
SAHATI is our interpretation of traditional Finnish sahti. Starting with a 200-year old Engelmann spruce tree felled on brewery property, we created our own kuurna (an ancient Scandinavian lauter tun) to separate the wort from the grain during brewing. The bottom of the kuurna is layered with spruce branches; the needles act as a natural filter and impart resinous oils into the wort. The hollowed-out trunk of the tree also contributes spruce essence and structure from the raw wood. The beer is made of barley & rye malts along with a sparing addition of Goschie Farms Cascade hops and is brewed just a few times per year.??? SAHATI is in many ways the very definition of The Ale Apothecary, where complex flavors arrive from the very methods used for production??the result is the process impacts the flavor profile at least as much as the ingredients themselves.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_182982.jpg",,The Ale Apothecary Sahati,83,99,false,,84,100,/beer/the-ale-apothecary-sahati/182982/
"2,139",10,,"9,661",300,"When vikings weren't drinking mead and pillaging, they would drink this high gravity smoked rye beer to kill time. Better that they were killing time than villagers. Our malt for gotlandsdricka is smoked over pear wood and then we add a bunch of honey to give it an extra kick in the skull.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_317063.jpg",3.75,Off Color Class War,17,93,false,,84,98,/beer/off-color-class-war/317063/
"2,141",6.9,,"7,155",207,"Fermented with our unique mixed culture of brewer's yeast, native yeast, and native bacteria.",18,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_336334.jpg",,Jester King Gotlandsdricka (Batch 2+),70,90,false,,84,96,/beer/jester-king-gotlandsdricka-batch-2/336334/
"2,142",7,,"11,692",210,"A twist on our popular finnish style ale. Deeply malt-forward beer with moderate bitterness, largely from the addition of cedar branches in brewing process. Fermented in chambourcin barrels from Alto vineyards for an oaky wine flavor that complements the pine-like aroma from the cedar.  Brett was added.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_250332.jpg",3.69,Scratch Barrel Fermented Sahti with Brett,16,91,false,Special,84,96,/beer/scratch-barrel-fermented-sahti-with-brett/250332/
"2,145",6.5,,"7,193",195,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_379075.jpg",3.65,Jolly Pumpkin Gotlandstricka,10,84,false,,84,91,/beer/jolly-pumpkin-gotlandstricka/379075/
"2,156",7,,"9,661",210,"A long time ago in Finland, a bunch of Finnish dudes built a sauna. It was nicer in there than it was outside, so they stayed in there until they ran out of beer. When they ran out of beer they still didn't want to go outside so they decided it would be better if they just started brewing their beer in the sauna. And so began the tradition of brewing this traditional Finnish beer in saunas. Chock full of rye and juniper and spicy yeast esters, our sahti might inspire you to build your own sauna to ride out this winter.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_317062.jpg",,Off Color Bare Bear,103,71,false,,84,65,/beer/off-color-bare-bear/317062/
"2,158",5,,"3,156",150,"Juniper berry and rye lager based off the Finnish-style beer called Sahti. Brewed with Pilsner, Honey and Cara malts.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_164953.jpg",3.42,Castle Danger Nordic Ale,11,63,false,Special,84,59,/beer/castle-danger-nordic-ale/164953/
"2,160",6.4,,"5,741",192,"A very unique and authentic beer of Finnish and Estonian origin.  Sahti is traditionally prepared for the holiday season.  It is made using a large percentage of rye malt, along with pale malt and oats, then highly spiced with juniper berries.  The perfect beer to celebrate the holiday season.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_19372.jpg",,Goose Island Sahti,52,59,false,Winter,84,54,/beer/goose-island-sahti/19372/
"2,164",5.8,,"11,692",174,"Dark ale brewed with cedar branches from our property and locally grown cherries, blackberries, and elderberries, and aged in norton barrels from hickory ridge vineyard in pomona.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_418312.jpg",3.33,Scratch Barrel-Aged Sahti,13,57,false,,84,51,/beer/scratch-barrel-aged-sahti/418312/
"2,167",5.4,,"13,883",162,"A rare Finnish farmhouse ale, rustic rye ale spiced with juniper - surprisingly refreshing.",8,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_149674.jpg",3.29,Vintage Summer Sahti,14,53,false,,84,46,/beer/vintage-summer-sahti/149674/
"2,168",7.2,,"9,312",216,"A Sahti is a Finnish Rye Ale brewed with Juniper. A Settee is a seat for more than one. A Soiree is enjoying this Cascade & Amarillo hopped, orange & lemon peel spiced, amber Sahti on your Settee with your Sweetie.",26,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_126356.jpg",,New Belgium Lips of Faith - Sahti,194,49,false,Special,84,39,/beer/new-belgium-lips-of-faith--sahti/126356/
"2,185",5.4,,"6,290",162,"Our version of an Oktoberfest-style beer. We named this beer for Rick's late brother Bob; the person who sparked his interest in brewing lager beers in general and Oktoberfest beers in particular. Bright amber color. Rich, malty, and smooth, with a just touch of clean hop bitterness. If you can't make it to Munich this fall, this beer is the next best thing. Bobtoberfest is released in September.  (1.015 BG, 5.40%, 22 IBU, 9 SRM)",22,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_94035.jpg",,Heater Allen Bobtoberfest,41,96,false,Autumn,41,100,/beer/heater-allen-bobtoberfest/94035/
"2,186",,"9,658",552,,"Brewed by Tony Pellino (OEC), Benjamin Neidhard (BUI) and Pekk?? K????ri??inen (Lammin Sahti) for B. United International.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_319660.jpg",3.05,Lammin Sahti (US Version),14,39,false,Special,84,15,/beer/lammin-sahti-us-version/319660/
"2,187",8,,"4,063",240,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_16743.jpg",,Dark Horse Octoberfest,44,95,false,Winter,41,100,/beer/dark-horse-octoberfest/16743/
"2,189",5.4,,"5,328",162,"Oktoberfest is one of the most celebrated traditions in German culture. And though Kansas may be a long way from Munich, we share the sentiment. Our Octoberfest was only the second specialty beer we ever brewed, and the original batch was first tasted back in 1989.

To this day, it continues to be one of our most popular brews, with folks seeking it out both at the brewpub and on the shelves of their local liquor stores.",20,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_2942.jpg",,Free State Octoberfest,80,93,false,Autumn,41,100,/beer/free-state-octoberfest/2942/
"2,190",6,,"12,692",180,"A traditional Oktoberfest bier from Surly? Nein! If you want one of those, grab your passport and head over to Munchen (bring us back some pretzels.) SurlyFest is brewed with three different types of Rye and a single variety of American Hops. Malted Rye, Flaked Rye, and Crystal Rye impart a distinctive biscuit flavor to the lush Vienna Malt body, and dry-hopping with Sterling Hops adds bright, floral hop aromas. A single hop, dry-hopped, rye lager bier? Ja!
 
Note: 2006 version brewed with Summit hops.",34,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_64349.jpg",,Surly SurlyFest,367,93,false,Autumn,41,100,/beer/surly-surlyfest/64349/
"2,191",6,,"11,957",180,"On a trip to Germany this spring, Sierra Nevada Brewing Co. finalized its inaugural partner, Augsburg's Brauhaus Riegele, for a brand new Oktoberfest beer. Released each fall starting in 2015, the collaborative seasonal will feature a different German brewery every year. The partnership blends centuries of brewing tradition with modern spirit, giving craft drinkers the ultimate Oktoberfest, a Bavarian festival beer unlike any they've experienced in the US.",30,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_343894.jpg",,Sierra Nevada / Riegele Oktoberfest (2015),316,88,false,Autumn,41,100,/beer/sierra-nevada--riegele-oktoberfest-2015/343894/
"2,192",8.5,,"12,731",255,"While Krones was working on SweetWater's brewhouse, which they were 3 months behind schedule on (that part is true), one of their sour kraut engineers drove a gabelstapler over Mr. Dank's toe and broke it. Mr. Dankenschnitzel jumped a flug to Krones HQ in Deustchland to pick up his large siedlung check. Looking to quell his T Pain, Dank beelined it to Oktoberfest in Munchen and into the arms of a friendly farulein who quickly uber serviert him. Stumbling blindly, Herr Dankenschnitzel, laden in lederhosen and longingly looking for a lovely loo, humpelte into the Bitterburger Brewery to drain the main vein. Unable to hold it any longer, Danken Guender feuer abegespritzt all over the control panel, short circuiting their infamous Oktoberfest bier. The beer no longer fit the rhinobutt purity law, so Hans and Franz kicked his arsch out of the mother land and told Danky doodle dandy to take that mischmasch back to S??bWa??er with him.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_183881.jpg",,Sweetwater Dank Tank Danktoberfest,56,88,false,,41,100,/beer/sweetwater-dank-tank-danktoberfest/183881/
"2,193",,,"11,316",,"First brewed for a wedding in Europe, this beer is served in the fall of the year.  A medium bodied beer with a taste that is more refreshing with every swallow.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_7246.jpg",,Calumet Oktoberfest,43,87,false,,41,100,/beer/calumet-oktoberfest/7246/
"2,194",6,,"11,957",180,"We've partnered with Mahrs Br??u, one of Germany's most highly regarded brewers, to create a golden-hued festival beer right here in the USA. Using traditional techniques, heritage German barley, and the Record hop varietal - a nearly forgotten German-grown hop - we've created the most authentic take on the style this side of the Atlantic.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_439036.jpg",,Sierra Nevada / Mahrs Br??u Oktoberfest (2016),198,86,false,Series,41,100,/beer/sierra-nevada--mahrs-brau-oktoberfest-2016/439036/
"2,195",6.5,,"13,711",195,"The beer is a classic Maerzen - malty yet well balanced. A touch stronger and just a hint darker in color compared to what is being served at Oktoberfest in Munich. Our fest bier has a tale and tail of its own. The name for this traditional Oktoberfest beer is Bavarian in origin and translates as ""tail of a squirrel"".",23,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_154922.jpg",,Urban Chestnut Oachkatzlschwoaf,45,86,false,Autumn,41,100,/beer/urban-chestnut-oachkatzlschwoaf/154922/
"2,197",6,,"6,043",180,"As a brewery, we haven't been brewing lagers for a while. This or that has kept us distanced from that world, but we're dipping back in with a release that's coming to you on Friday 10/28. You can expect a beer that's much like an Octoberfest, with a sturdy malt frame, but cloaked under the cover of October's timely neighbor, November.  Come see us and take a drive through Lager Town",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_157278.jpg",3.52,Half Acre Lager Town,34,85,false,,41,99,/beer/half-acre-lager-town/157278/
"2,199",5.4,,"4,857",162,,20,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_293719.jpg",3.59,Fair State Festbier,13,84,false,Autumn,41,99,/beer/fair-state-festbier/293719/
"2,202",5.7,,"6,099",171,"Our fall seasonal is

an ode to the

brewing traditions

of Germany. This

amber lager is

brewed in true

Reinheitsgebot

fashion using the

finest imported German Malt, German Hops and German Yeast.

Incredibly clean and balanced, this lager has a wonderful malty

backbone and a hint of earthy hops. Traditionally released in early

fall, this beer will make you want to stand up and sing ""Ein Prosit!""

Additional Information:

The Oktoberfest in Munich started in 1810 as a celebration of the

wedding of Crown Prince Ludwig and Princess Therese. The festival

was such a hit that it turned into an annual event celebrated for 16

days from late September to early October. Oktoberfest beer comes

from the Marzen style. These beers were bigger, richer beers

brewed in March and stored in caves during the hot months of

summer. In the fall, they were enjoyed at the Oktoberfest

celebration.",23,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_130111.jpg",,Hangar 24 Seasonal: Oktoberfest,43,83,false,Autumn,41,99,/beer/hangar-24-seasonal-oktoberfest/130111/
"2,203",6.1,,"8,749",183,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_183395.jpg",3.49,Metropolitan Afterburner Oktoberfest,34,82,false,,41,99,/beer/metropolitan-afterburner-oktoberfest/183395/
"2,204",6.3,,"10,984",189,"Our first lager beer is brewed to the classic German style. Back in the day, brewers released this stronger beer to celebrate the start of fall brewing after hot summers. Now that we have high-tech refrigeration systems we brew all year, but still enjoy drinking Oktoberfest as the temps start to cool.",32,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_129665.jpg",,Revolution Oktoberfest Revolution,121,82,false,Autumn,41,99,/beer/revolution-oktoberfest-revolution/129665/
"2,206",6.25,,"9,329",188,"Brewed using the time honored methods and an extra slow lager to release the smooth flavor of our roasted malts. Over 1,100 lbs. Of malted barley in every handcrafted batch!

Expect this bier to pour with a rich head of foam that will enhance its incredible spice bouquet. Staghorn Octoberfest combines a smooth amber body with a clean crisp finish.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_8039.jpg",,New Glarus Staghorn Octoberfest Beer,435,80,false,Winter,41,99,/beer/new-glarus-staghorn-octoberfest-beer/8039/
"2,207",6.1,,"13,274",183,A Malty and toasty Oktoberfest brewed with sweet potatoes.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_186253.jpg",3.51,Tired Hands Okt??berfest,23,82,false,Autumn,41,99,/beer/tired-hands-oktuberfest/186253/
"2,208",6.3,,"12,107",189,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_362059.jpg",3.49,Smuttynose Smuttlabs Oktoberfest,23,80,false,Autumn,41,99,/beer/smuttynose-smuttlabs-oktoberfest/362059/
"2,210",7.5,,"7,720",225,"The Tuberfest is a smooth and malty lager that is counterbalanced with some delicious Pacific northwestern Idaho number seven hops, giving it a cedary, herbal zing?? Brewed to jumpstart your salubrious slide into late-summer. Ach!",45,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_444171.jpg",,Lagunitas Tuberfest,133,79,false,,41,99,/beer/lagunitas-tuberfest/444171/
"2,211",5.5,,"12,964",165,"Brewed each year for our anniversary party. This is our fastest-selling beer yet. Authentic German malts, hops and yeast.",26,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_290442.jpg",3.57,The Civil Life Oktoberfest,11,81,false,Autumn,41,99,/beer/the-civil-life-oktoberfest/290442/
"2,212",6,,"7,017",180,"Brewed in the fest tradition, this full bodied, amber beer has a distinct sweet malty flavor profile. OG: 1.063   Color: 12   IBU: 26",26,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_8181.jpg",,Iron Hill Oktoberfest,45,83,false,Autumn,41,99,/beer/iron-hill-oktoberfest/8181/
"2,213",6,,667,180,"Our Dead Ringer Oktoberfest lager is inspired by old-style Marzen brews customarily enjoyed during Bavaria's world-famous beer festival. Thanks to an abundance of toasted malt and a lower hop bitterness, this dark reddish brown lager is loaded with sweet, caramel toffee flavors and aromas. All the taste and celebration of Oktoberfest packed into one bottle; no lederhosen required.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_278843.jpg",,Ballast Point Dead Ringer Oktoberfest,219,77,false,Autumn,41,98,/beer/ballast-point-dead-ringer-oktoberfest/278843/
"2,214",6.5,,"5,836",195,Cleveland's celebration of Oktoberfest dates to the mid 1800's when German immigrants gathered at outdoor beer gardens like Haltnorth's and Kindvater's St. Clair Gardens. Our amber lager with rich malt flavor and noble hops honors Cleveland's diverse cultural heritage.,20,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_17359.jpg",,Great Lakes Oktoberfest,579,76,false,Autumn,41,98,/beer/great-lakes-oktoberfest/17359/
"2,215",5.8,,"3,461",174,"Before mechanical refrigeration made year-round brewing possible, stronger beer was made in the early spring. The beer was then laid down in ice filled caves until the following harvest in September and October, when it would be greatly enjoyed at harvest festivals. It emerged bronze and incomparably smooth with a round and slightly sweet palate, with an almost spicy flavor complemented by a deep toffee like aroma. The Marzen beer which means ""March Beer"", has an appetizing bitterness that serves to balance rather than challenge the malt underpinnings. At a strength of about 5.5-6.0 percent, it's a slightly stronger than Pilsner, but not as strong as a Bock beer. The balance between a bread like, malty, juicy sweetness and a firm bitterness makes traditional Marzen one of the most tantalizing of beers. The smoothness is created from extra long cold conditioning of 2-6 months! 

Original Gravity 14 Plato
ABV 5.8%
IBU's 25",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_95020.jpg",3.52,Chuckanut Marzen,13,78,false,Autumn,41,98,/beer/chuckanut-marzen/95020/
"2,217",5.5,,"3,088",165,This wonderful beer has a deep golden hue and a smooth malty flavor with a clean pleasant finish. Imported German malts are used to create the flavor of this festive beer. Available May through July.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_859.jpg",,Capital Fest,163,77,false,Summer,41,98,/beer/capital-fest/859/
"2,218",5.5,,"3,088",165,A traditional marzen style beer with a gorgeous firey dark orange color. Oktoberfest emphasizes a rich malt character. A great way to fortify oneself as the nights start to get cooler. Available August through October,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_860.jpg",,Capital Oktoberfest,223,76,false,Autumn,41,98,/beer/capital-oktoberfest/860/
"2,222",,,"2,836",,"The Martian Marzen Lager falls under the Octoberfest/Marzen style. A wonderful caramel sweetness and aroma best describes this smooth, full-bodied beer.  Hallertau hops are used for bittering and flavor. Pilsner, Munich, crystal and chocolate malts are mashed at 154??F. The Martian is fermented with Bavarian lager yeast at 50??F for approximately 21 days.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_14902.jpg",,Buckeye Martian Marzen Lager,105,76,false,,41,98,/beer/buckeye-martian-marzen-lager/14902/
"2,224",5.5,,151,165,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_229681.jpg",3.45,AleSmith Oktoberfest,20,76,false,,41,98,/beer/alesmith-oktoberfest/229681/
"2,225",5.5,,"6,443",165,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_26915.jpg",,Ramstein Oktoberfest,44,78,false,,41,98,/beer/ramstein-oktoberfest/26915/
"2,227",5.8,,"1,795",174,"Bob's '47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we salute our friend Bob Werkowitch, Master Brewer and 1947 graduate of the U.S. Brewer??s Academy.",27,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_119.jpg",,Boulevard Bob??s ??47 Oktoberfest,471,74,false,Autumn,41,98,/beer/boulevard-bobs-47-oktoberfest/119/
"2,231",5.3,,"7,147",159,"Our true lager, the beer falls into the Oktoberfest category. Full, sweet, and bready, this Marzen-style brew uses Munich malts and Tettnang hops.",24,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_292613.jpg",3.5,Jekyll Seven Bridges,12,74,false,Autumn,41,97,/beer/jekyll-seven-bridges/292613/
"2,234",5.5,,"3,461",165,,25,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_131673.jpg",3.47,Chuckanut Festbier,14,76,false,Autumn,41,97,/beer/chuckanut-festbier/131673/
"2,236",6,,"12,459",180,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_85367.jpg",3.59,Aldergrove Maerzen Oktoberfest,16,86,false,,41,97,/beer/aldergrove-maerzen-oktoberfest/85367/
"2,263",13.7,,"10,391",411,"At a Glance
The Beer:
A fresh track, Track 8 is a spicy monster ?? A base of Judgment Day aged in freshly emptied bourbon barrels then spiked with liberal additions of cinnamon stick and dried chili pepper.
ABV: 13.7%
Released: August 18, 2012

Liner Notes
We've never released a Bourbon Barrel version of our Judgment Day. So we thought it might be interesting to take the base beer for Cuvee de Tomme age in first fill Bourbon Barrels and let mother nature take over. Of course, because this is a Rock and Roll inspired Box Set beer, we couldn't just leave well enough alone.
Upon sampling the base beer, it became apparent that the raisins used to brew the base beer were going to drive the flavor bus of this beer. The conversations turned to Oatmeal Raisin cookies and the essence of a freshly baked treat. So we added some cinnamon sticks to the barrels and threw in some dried chiles as well.
At 13.70 ABV this beer has amazing depth of flavor and presents a unique drinking experience for consumers who may be seeking enlightenment on Judgment Day.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_182892.jpg",,Lost Abbey Box Set: Track #8 (Number of the Beast),330,100,false,Series,26,99,/beer/lost-abbey-box-set-track-8-number-of-the-beast/182892/
"2,269",12,,151,360,"Originally known as Decadence 2012, now rebrewed as AleSmith Quad",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_197001.jpg",,AleSmith Quad,208,99,false,Special,26,98,/beer/alesmith-quad/197001/
"2,276",7.85,,"12,107",235,Thier Gravaition aged six years in apple brandy barrel.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_337236.jpg",4.1,Smuttynose Smuttlabs Apple Brandy Barrel Aged Gravitation,16,99,false,,26,97,/beer/smuttynose-smuttlabs-apple-brandy-barrel-aged-gravitation/337236/
"2,375",6.5,,"10,269",195,"In this epic battle, the Blood of the Unicorn has been shed by the sword of the deadly assassin of the east. One sip of this aggressively hopped red ale clearly reveals what drives these, the greatest of, hop heads of lore. Is this the end of the mythical horned horse? Or will he rise like the phoenix to fight another day?",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_351068.jpg",,Pipeworks Blood of the Unicorn (2015-),86,94,false,,59,99,/beer/pipeworks-blood-of-the-unicorn-2015-/351068/
"2,279",10.5,,"10,391",315,"A massive beer in every sense of the word. A stronger and more contemplative version of our Lost and Found Ale. Judgment Day is the base beer for our Cuvee de Tomme. Many of the Trappist Breweries produce a version of beer which ages incredibly well for many years to come. And, since none of us knows when the end of the world is coming, we suggest you stock up with lots of Lost Abbey beers so that when the end of the world magically appears from no where, you'll have a beer or two on hand for even the stingiest of angels. Available in 750ml bottles and on draft at select inspired locations. Editor's note.  This is a new incarnation of Mother of All Beers, previously brewed at Pizza Port Solana Beach.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_64627.jpg",,Lost Abbey Judgment Day,"1,142",99,false,,26,96,/beer/lost-abbey-judgment-day/64627/
"2,281",13,"10,151","11,879",390,"The Scribe is the collaboration between Side Project and Perennial Artisan Ales. Its a huge, rich, soured Quad that was inspired by our favorited mead called The Heart of Darkness from Schramm's. It was aged in a Cabernet barrel and Elijah Craig 12-year and Henry McKenna bourbon barrels from The Wine and Cheese Place on black currants, sweet cherries and raspberries before being blended back and bottle conditioned...Drinks more like a mead or nice port than a beer!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_387782.jpg",4.12,Side Project The Scribe,13,99,false,Special,26,96,/beer/side-project-the-scribe/387782/
"2,282",19.39,,530,582,"So you, it's much bigger and bolder than a quad. But the team ""sextupel"" seems inappropriate alongside a congregation of monks, so quintupel it is.
 
Released July 27, 2014.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_278049.jpg",,Avery Barrel-Aged Series 22 - 5 Monks,94,99,false,Special,26,96,/beer/avery-barrel-aged-series-22--5-monks/278049/
"2,283",10,,"12,209",300,"Southampton Abbot 12 is our version of a Belgian Abbey-style Dark Ale. This unique style of ale is referred to as ""Quadruple"" and is brewed by only a few Belgian Trappist breweries. Southampton Abbot 12 is made with imported ingredients and is formulated to allow the beer to age for several years in the bottle.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_12631.jpg",,Southampton Abbot 12,490,99,false,Special,26,95,/beer/southampton-abbot-12/12631/
"2,285",11.8,,"1,795",354,"Based loosely on the Smokestack Series' The Sixth Glass, this abbey-style quadrupel is separated into a number of oak bourbon barrels where it ages for varying lengths of time, some for up to three years. Cherries are added to make up for the ??angel's share?? of beer lost during barrel aging. Selected barrels are then blended for optimum flavor. The resulting beer retains only very subtle cherry characteristics, with toffee and vanilla notes coming to the fore.",26,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_71739.jpg",,Boulevard Smokestack Series: Bourbon Barrel Quad,807,99,false,Series,26,95,/beer/boulevard-smokestack-series-bourbon-barrel-quad/71739/
"2,286",10.5,,"7,021",315,This is the Iron Hill Quad aged in oak wine barrels.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_43288.jpg",,Iron Hill Oak Aged Quad,120,99,false,Special,26,97,/beer/iron-hill-oak-aged-quad/43288/
"2,289",10.2,,"11,957",306,"Ovila Abbey Quad with plums is heady with aromas of caramel, rich malt, and dark fruit-balanced by the spiciness and delicate fruity notes of a traditional Belgian yeast. This beer features sugar plums grown on the grounds of the Abbey, and harvested by the monks in Vina. We hope you enjoy this collaboration ale.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_200757.jpg",,Sierra Nevada Ovila Quad - Plums,409,99,false,Series,26,95,/beer/sierra-nevada-ovila-quad--plums/200757/
"2,290",9.7,,"2,556",291,"Three Philosophers is a unique blend of a Belgian-style dark ale and Liefmans Kriek, an authentic cherry ale from Belgium. Cherry chestnut in color, it's opaque but not cloudy with full carbonation topped by a smooth, tan head. Flavors and aromas of roasted malt, molasses and brown sugar, dark fruits, brandied raisins and chocolate, Three Philosophers has notable sweetness with low hop bitterness. The mid-palate shows a soft malt center which gives way to a dry, warm, wine-like finish.",19,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_13667.jpg",,Ommegang Three Philosophers,"2,625",98,false,,26,95,/beer/ommegang-three-philosophers/13667/
"2,291",12,,"4,200",360,"Aged and sequestered in select oak casks. The result ?? a contemplatively brewed quad created in homage to all those who doubted the original. This unrepentant rendition is definitively Not The Stoic.
 
Malt: Pilsner, Special B, Crystal Rye 
Hops: Czech Saaz 
Other: Pomegranate Molasses 
Barrel-Aging: 11 months in 15% Pinot Noir and 15% Rye Whiskey Barrels",15,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_263629.jpg",,Deschutes Not The Stoic,221,98,false,,26,94,/beer/deschutes-not-the-stoic/263629/
